year,commentators,matn
1337,3,Abu Dawud
1338,3,Abu Dawud
1339,2,Abu Dawud
1340,2,Abu Dawud
1341,2,Abu Dawud
1342,2,Abu Dawud
1343,2,Abu Dawud
1344,2,Abu Dawud
1345,2,Abu Dawud
1346,1,Abu Dawud
1347,1,Abu Dawud
1348,1,Abu Dawud
1349,1,Abu Dawud
1350,1,Abu Dawud
1351,1,Abu Dawud
1352,0,Abu Dawud
1353,0,Abu Dawud
1354,0,Abu Dawud
1355,0,Abu Dawud
1356,0,Abu Dawud
1357,0,Abu Dawud
1358,0,Abu Dawud
1359,0,Abu Dawud
1360,0,Abu Dawud
1361,0,Abu Dawud
1362,0,Abu Dawud
1363,0,Abu Dawud
1364,0,Abu Dawud
1365,0,Abu Dawud
1366,0,Abu Dawud
1367,0,Abu Dawud
1368,0,Abu Dawud
1369,0,Abu Dawud
1370,0,Abu Dawud
1371,0,Abu Dawud
1372,0,Abu Dawud
1373,0,Abu Dawud
1374,0,Abu Dawud
1375,0,Abu Dawud
1376,0,Abu Dawud
1377,0,Abu Dawud
1378,0,Abu Dawud
1379,0,Abu Dawud
1380,0,Abu Dawud
1381,0,Abu Dawud
1382,0,Abu Dawud
1383,0,Abu Dawud
1384,0,Abu Dawud
1385,0,Abu Dawud
1386,0,Abu Dawud
1387,0,Abu Dawud
1388,0,Abu Dawud
1389,0,Abu Dawud
1390,0,Abu Dawud
1391,0,Abu Dawud
1392,0,Abu Dawud
1393,0,Abu Dawud
1394,0,Abu Dawud
1395,0,Abu Dawud
1396,0,Abu Dawud
1397,0,Abu Dawud
1398,0,Abu Dawud
1399,0,Abu Dawud
1400,0,Abu Dawud
